junction_name,police_station,hour,weekday,month,violations,risk_score
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,4,Sunday,April,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,4,Sunday,December,8,2.4822695035460995
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,4,Thursday,December,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,4,Thursday,January,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,4,Thursday,March,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,4,Thursday,November,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,4,Tuesday,February,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,4,Tuesday,November,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,4,Wednesday,April,3,0.7092198581560284
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,4,Wednesday,February,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,4,Wednesday,January,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,4,Wednesday,March,3,0.7092198581560284
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,5,Friday,February,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,5,Friday,March,3,0.7092198581560284
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,5,Friday,November,3,0.7092198581560284
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,5,Monday,December,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,5,Monday,January,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,5,Monday,November,10,3.1914893617021276
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,5,Saturday,December,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,5,Saturday,January,3,0.7092198581560284
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,5,Saturday,March,11,3.546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,5,Saturday,November,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,5,Sunday,December,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,5,Sunday,February,6,1.7730496453900706
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,5,Sunday,January,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,5,Sunday,March,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,5,Sunday,November,3,0.7092198581560284
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,5,Thursday,December,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,5,Thursday,February,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,5,Thursday,January,5,1.4184397163120566
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,5,Thursday,November,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,5,Tuesday,April,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,5,Tuesday,November,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,5,Wednesday,April,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,5,Wednesday,December,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,5,Wednesday,February,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,5,Wednesday,January,4,1.0638297872340425
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,5,Wednesday,November,3,0.7092198581560284
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,6,Monday,December,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,6,Monday,February,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,6,Monday,January,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,6,Monday,November,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,6,Saturday,December,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,6,Saturday,January,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,6,Saturday,March,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,6,Saturday,November,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,6,Sunday,December,3,0.7092198581560284
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,6,Sunday,January,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,6,Sunday,March,3,0.7092198581560284
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,6,Sunday,November,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,6,Thursday,December,12,3.900709219858156
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,6,Thursday,January,5,1.4184397163120566
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,6,Tuesday,December,4,1.0638297872340425
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,6,Tuesday,February,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,6,Tuesday,January,14,4.609929078014185
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,6,Wednesday,December,3,0.7092198581560284
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,6,Wednesday,January,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,6,Wednesday,March,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,6,Wednesday,November,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,7,Friday,November,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,7,Monday,December,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,7,Monday,November,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,7,Saturday,January,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,7,Saturday,March,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,7,Sunday,February,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,7,Sunday,November,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,7,Thursday,December,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,7,Thursday,January,7,2.1276595744680855
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,7,Tuesday,February,3,0.7092198581560284
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,7,Tuesday,November,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,7,Wednesday,March,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,7,Wednesday,November,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,8,Saturday,February,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,8,Wednesday,January,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,19,Wednesday,February,4,1.0638297872340425
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,20,Friday,December,6,1.7730496453900706
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,20,Friday,March,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,20,Monday,February,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,20,Monday,January,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,20,Saturday,December,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,20,Saturday,February,9,2.8368794326241136
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,20,Saturday,March,3,0.7092198581560284
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,20,Sunday,November,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,20,Thursday,February,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,20,Thursday,March,3,0.7092198581560284
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,20,Wednesday,February,4,1.0638297872340425
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,20,Wednesday,November,3,0.7092198581560284
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,21,Friday,February,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,21,Friday,January,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,21,Friday,March,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,21,Friday,November,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,21,Monday,December,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,21,Monday,March,4,1.0638297872340425
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,21,Monday,November,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,21,Saturday,February,4,1.0638297872340425
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,21,Sunday,January,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,21,Sunday,March,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,21,Thursday,February,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,21,Thursday,November,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,21,Wednesday,February,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,21,Wednesday,January,3,0.7092198581560284
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,21,Wednesday,November,4,1.0638297872340425
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,22,Friday,December,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,22,Friday,January,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,22,Friday,March,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,22,Friday,November,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,22,Monday,January,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,22,Monday,March,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,22,Saturday,December,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,22,Saturday,February,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,22,Saturday,January,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,22,Saturday,November,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,22,Sunday,December,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,22,Sunday,February,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,22,Sunday,January,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,22,Thursday,January,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,22,Thursday,March,3,0.7092198581560284
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,22,Tuesday,December,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,22,Tuesday,February,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,22,Tuesday,March,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,22,Tuesday,November,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,22,Wednesday,April,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,22,Wednesday,January,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,22,Wednesday,March,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,22,Wednesday,November,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,23,Friday,December,3,0.7092198581560284
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,23,Friday,November,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,23,Monday,February,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,23,Monday,January,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,23,Monday,March,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,23,Monday,November,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,23,Saturday,March,3,0.7092198581560284
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,23,Sunday,December,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,23,Sunday,January,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,23,Sunday,March,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,23,Thursday,December,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,23,Thursday,January,3,0.7092198581560284
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,23,Tuesday,February,8,2.4822695035460995
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,23,Tuesday,January,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,23,Tuesday,March,1,0.0
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,23,Wednesday,December,2,0.3546099290780142
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,23,Wednesday,March,3,0.7092198581560284
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,23,Wednesday,November,3,0.7092198581560284
BTP063 - Siddalingaiah Circle,Cubbon Park,0,Friday,December,5,1.4184397163120566
BTP063 - Siddalingaiah Circle,Cubbon Park,0,Friday,January,2,0.3546099290780142
BTP063 - Siddalingaiah Circle,Cubbon Park,0,Friday,March,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,0,Friday,November,6,1.7730496453900706
BTP063 - Siddalingaiah Circle,Cubbon Park,0,Monday,November,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,0,Saturday,December,18,6.028368794326241
BTP063 - Siddalingaiah Circle,Cubbon Park,0,Saturday,March,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,0,Saturday,November,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,0,Sunday,March,3,0.7092198581560284
BTP063 - Siddalingaiah Circle,Cubbon Park,0,Thursday,December,2,0.3546099290780142
BTP063 - Siddalingaiah Circle,Cubbon Park,0,Thursday,January,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,0,Thursday,November,3,0.7092198581560284
BTP063 - Siddalingaiah Circle,Cubbon Park,0,Tuesday,December,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,0,Tuesday,November,2,0.3546099290780142
BTP063 - Siddalingaiah Circle,Cubbon Park,0,Wednesday,December,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,0,Wednesday,January,2,0.3546099290780142
BTP063 - Siddalingaiah Circle,Cubbon Park,0,Wednesday,March,5,1.4184397163120566
BTP063 - Siddalingaiah Circle,Cubbon Park,1,Friday,December,8,2.4822695035460995
BTP063 - Siddalingaiah Circle,Cubbon Park,1,Friday,March,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,1,Friday,November,2,0.3546099290780142
BTP063 - Siddalingaiah Circle,Cubbon Park,1,Monday,January,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,1,Monday,November,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,1,Saturday,December,8,2.4822695035460995
BTP063 - Siddalingaiah Circle,Cubbon Park,1,Saturday,March,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,1,Sunday,December,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,1,Sunday,February,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,1,Thursday,March,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,1,Thursday,November,2,0.3546099290780142
BTP063 - Siddalingaiah Circle,Cubbon Park,1,Tuesday,December,3,0.7092198581560284
BTP063 - Siddalingaiah Circle,Cubbon Park,1,Tuesday,February,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,1,Tuesday,March,4,1.0638297872340425
BTP063 - Siddalingaiah Circle,Cubbon Park,1,Wednesday,December,2,0.3546099290780142
BTP063 - Siddalingaiah Circle,Cubbon Park,1,Wednesday,January,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,1,Wednesday,November,2,0.3546099290780142
BTP063 - Siddalingaiah Circle,Cubbon Park,2,Friday,December,35,12.056737588652481
BTP063 - Siddalingaiah Circle,Cubbon Park,2,Friday,January,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,2,Friday,March,3,0.7092198581560284
BTP063 - Siddalingaiah Circle,Cubbon Park,2,Monday,December,7,2.1276595744680855
BTP063 - Siddalingaiah Circle,Cubbon Park,2,Saturday,December,2,0.3546099290780142
BTP063 - Siddalingaiah Circle,Cubbon Park,2,Sunday,December,3,0.7092198581560284
BTP063 - Siddalingaiah Circle,Cubbon Park,2,Sunday,February,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,2,Sunday,January,4,1.0638297872340425
BTP063 - Siddalingaiah Circle,Cubbon Park,2,Sunday,March,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,2,Sunday,November,4,1.0638297872340425
BTP063 - Siddalingaiah Circle,Cubbon Park,2,Thursday,April,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,2,Thursday,December,10,3.1914893617021276
BTP063 - Siddalingaiah Circle,Cubbon Park,2,Thursday,March,25,8.51063829787234
BTP063 - Siddalingaiah Circle,Cubbon Park,2,Thursday,November,6,1.7730496453900706
BTP063 - Siddalingaiah Circle,Cubbon Park,2,Tuesday,December,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,2,Tuesday,January,2,0.3546099290780142
BTP063 - Siddalingaiah Circle,Cubbon Park,2,Tuesday,March,3,0.7092198581560284
BTP063 - Siddalingaiah Circle,Cubbon Park,2,Tuesday,November,7,2.1276595744680855
BTP063 - Siddalingaiah Circle,Cubbon Park,2,Wednesday,December,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,2,Wednesday,January,2,0.3546099290780142
BTP063 - Siddalingaiah Circle,Cubbon Park,2,Wednesday,November,7,2.1276595744680855
BTP063 - Siddalingaiah Circle,Cubbon Park,3,Friday,December,9,2.8368794326241136
BTP063 - Siddalingaiah Circle,Cubbon Park,3,Friday,January,4,1.0638297872340425
BTP063 - Siddalingaiah Circle,Cubbon Park,3,Friday,March,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,3,Friday,November,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,3,Monday,April,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,3,Monday,December,2,0.3546099290780142
BTP063 - Siddalingaiah Circle,Cubbon Park,3,Monday,February,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,3,Monday,January,3,0.7092198581560284
BTP063 - Siddalingaiah Circle,Cubbon Park,3,Monday,November,7,2.1276595744680855
BTP063 - Siddalingaiah Circle,Cubbon Park,3,Saturday,December,4,1.0638297872340425
BTP063 - Siddalingaiah Circle,Cubbon Park,3,Saturday,January,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,3,Saturday,March,12,3.900709219858156
BTP063 - Siddalingaiah Circle,Cubbon Park,3,Saturday,November,6,1.7730496453900706
BTP063 - Siddalingaiah Circle,Cubbon Park,3,Sunday,December,4,1.0638297872340425
BTP063 - Siddalingaiah Circle,Cubbon Park,3,Sunday,February,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,3,Sunday,March,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,3,Thursday,December,11,3.546099290780142
BTP063 - Siddalingaiah Circle,Cubbon Park,3,Thursday,February,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,3,Thursday,January,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,3,Thursday,March,5,1.4184397163120566
BTP063 - Siddalingaiah Circle,Cubbon Park,3,Thursday,November,2,0.3546099290780142
BTP063 - Siddalingaiah Circle,Cubbon Park,3,Tuesday,December,4,1.0638297872340425
BTP063 - Siddalingaiah Circle,Cubbon Park,3,Tuesday,February,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,3,Tuesday,November,3,0.7092198581560284
BTP063 - Siddalingaiah Circle,Cubbon Park,3,Wednesday,December,6,1.7730496453900706
BTP063 - Siddalingaiah Circle,Cubbon Park,3,Wednesday,February,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,3,Wednesday,January,2,0.3546099290780142
BTP063 - Siddalingaiah Circle,Cubbon Park,3,Wednesday,March,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,3,Wednesday,November,5,1.4184397163120566
BTP063 - Siddalingaiah Circle,Cubbon Park,4,Friday,December,11,3.546099290780142
BTP063 - Siddalingaiah Circle,Cubbon Park,4,Friday,February,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,4,Friday,January,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,4,Monday,April,6,1.7730496453900706
BTP063 - Siddalingaiah Circle,Cubbon Park,4,Monday,March,9,2.8368794326241136
BTP063 - Siddalingaiah Circle,Cubbon Park,4,Monday,November,2,0.3546099290780142
BTP063 - Siddalingaiah Circle,Cubbon Park,4,Saturday,January,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,4,Saturday,March,18,6.028368794326241
BTP063 - Siddalingaiah Circle,Cubbon Park,4,Saturday,November,3,0.7092198581560284
BTP063 - Siddalingaiah Circle,Cubbon Park,4,Sunday,December,8,2.4822695035460995
BTP063 - Siddalingaiah Circle,Cubbon Park,4,Sunday,February,18,6.028368794326241
BTP063 - Siddalingaiah Circle,Cubbon Park,4,Sunday,January,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,4,Sunday,November,6,1.7730496453900706
BTP063 - Siddalingaiah Circle,Cubbon Park,4,Thursday,December,4,1.0638297872340425
BTP063 - Siddalingaiah Circle,Cubbon Park,4,Thursday,March,9,2.8368794326241136
BTP063 - Siddalingaiah Circle,Cubbon Park,4,Thursday,November,8,2.4822695035460995
BTP063 - Siddalingaiah Circle,Cubbon Park,4,Tuesday,December,3,0.7092198581560284
BTP063 - Siddalingaiah Circle,Cubbon Park,4,Tuesday,November,3,0.7092198581560284
BTP063 - Siddalingaiah Circle,Cubbon Park,4,Wednesday,December,4,1.0638297872340425
BTP063 - Siddalingaiah Circle,Cubbon Park,4,Wednesday,November,3,0.7092198581560284
BTP063 - Siddalingaiah Circle,Cubbon Park,5,Friday,December,19,6.382978723404255
BTP063 - Siddalingaiah Circle,Cubbon Park,5,Friday,February,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,5,Friday,March,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,5,Monday,April,2,0.3546099290780142
BTP063 - Siddalingaiah Circle,Cubbon Park,5,Monday,December,3,0.7092198581560284
BTP063 - Siddalingaiah Circle,Cubbon Park,5,Monday,February,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,5,Monday,January,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,5,Saturday,April,5,1.4184397163120566
BTP063 - Siddalingaiah Circle,Cubbon Park,5,Saturday,December,3,0.7092198581560284
BTP063 - Siddalingaiah Circle,Cubbon Park,5,Saturday,January,4,1.0638297872340425
BTP063 - Siddalingaiah Circle,Cubbon Park,5,Saturday,March,9,2.8368794326241136
BTP063 - Siddalingaiah Circle,Cubbon Park,5,Saturday,November,3,0.7092198581560284
BTP063 - Siddalingaiah Circle,Cubbon Park,5,Sunday,December,7,2.1276595744680855
BTP063 - Siddalingaiah Circle,Cubbon Park,5,Sunday,February,8,2.4822695035460995
BTP063 - Siddalingaiah Circle,Cubbon Park,5,Sunday,November,2,0.3546099290780142
BTP063 - Siddalingaiah Circle,Cubbon Park,5,Thursday,December,7,2.1276595744680855
BTP063 - Siddalingaiah Circle,Cubbon Park,5,Thursday,February,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,5,Thursday,January,8,2.4822695035460995
BTP063 - Siddalingaiah Circle,Cubbon Park,5,Thursday,March,10,3.1914893617021276
BTP063 - Siddalingaiah Circle,Cubbon Park,5,Thursday,November,8,2.4822695035460995
BTP063 - Siddalingaiah Circle,Cubbon Park,5,Tuesday,April,3,0.7092198581560284
BTP063 - Siddalingaiah Circle,Cubbon Park,5,Tuesday,December,7,2.1276595744680855
BTP063 - Siddalingaiah Circle,Cubbon Park,5,Tuesday,February,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,5,Tuesday,January,4,1.0638297872340425
BTP063 - Siddalingaiah Circle,Cubbon Park,5,Tuesday,March,2,0.3546099290780142
BTP063 - Siddalingaiah Circle,Cubbon Park,5,Tuesday,November,7,2.1276595744680855
BTP063 - Siddalingaiah Circle,Cubbon Park,5,Wednesday,April,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,5,Wednesday,December,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,5,Wednesday,January,2,0.3546099290780142
BTP063 - Siddalingaiah Circle,Cubbon Park,5,Wednesday,November,28,9.574468085106384
BTP063 - Siddalingaiah Circle,Cubbon Park,6,Friday,December,11,3.546099290780142
BTP063 - Siddalingaiah Circle,Cubbon Park,6,Friday,January,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,6,Monday,February,3,0.7092198581560284
BTP063 - Siddalingaiah Circle,Cubbon Park,6,Monday,November,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,6,Saturday,December,7,2.1276595744680855
BTP063 - Siddalingaiah Circle,Cubbon Park,6,Saturday,February,3,0.7092198581560284
BTP063 - Siddalingaiah Circle,Cubbon Park,6,Saturday,January,1,0.0
BTP063 - Siddalingaiah Circle,Cubbon Park,6,Saturday,March,9,2.8368794326241136
